Router Name,ACL ID,Action,Protocol,Source,Destination,Extra,Interface (In/Out)
bozb,108,permit,ip,171.64.7.99,171.64.8.185,,
bozb,108,permit,ip,171.64.16.74,171.64.8.185,,
bozb,108,permit,ip,171.64.18.75,171.64.8.185,,
bozb,108,permit,ip,171.64.18.104,171.64.8.185,,
bozb,108,permit,ip,171.64.26.132,171.64.8.185,,
bozb,108,permit,ip,171.64.25.31,171.64.8.185,,
bozb,108,permit,ip,171.64.25.15,171.64.8.185,,
bozb,108,permit,ip,171.67.10.99,171.64.8.185,,
bozb,108,permit,ip,66.149.129.62,171.64.8.185,,
bozb,108,permit,ip,74.244.47.151,171.64.8.185,,
bozb,108,permit,ip,171.66.24.0 0.0.7.255,171.64.8.185,,
bozb,108,deny,ip,any,171.64.8.185,,
bozb,108,deny,ip,any,171.64.9.113,,
bozb,108,deny,ip,any,171.64.8.139,,
bozb,108,deny,ip,any,171.64.8.75,,
bozb,108,deny,ip,any,171.64.9.22,,
bozb,108,deny,ip,any,171.64.9.94,,
bozb,108,deny,ip,any,171.64.9.101,,
bozb,108,deny,ip,any,171.64.9.109,,
bozb,108,deny,ip,any,171.64.9.117,,
bozb,108,deny,ip,any,171.64.9.118,,
bozb,108,deny,ip,any,171.64.9.123,,
bozb,108,deny,ip,any,171.64.9.125,,
bozb,108,deny,ip,any,171.64.9.141,,
bozb,108,permit,ip,any,any,,
bozb,109,permit,ip,171.66.31.96 0.0.0.7,any,,
bozb,109,permit,ip,171.64.7.55,171.64.8.185,,
bozb,109,permit,ip,171.64.7.77,171.64.8.185,,
bozb,109,permit,ip,171.64.7.99,171.64.8.185,,
bozb,109,permit,ip,171.64.16.74,171.64.8.185,,
bozb,109,permit,ip,171.64.18.75,171.64.8.185,,
bozb,109,permit,ip,171.64.18.104,171.64.8.185,,
bozb,109,permit,ip,171.64.26.132,171.64.8.185,,
bozb,109,permit,ip,171.64.25.31,171.64.8.185,,
bozb,109,permit,ip,171.64.25.15,171.64.8.185,,
bozb,109,permit,ip,171.64.25.38,171.64.8.185,,
bozb,109,permit,ip,171.64.25.41,171.64.8.185,,
bozb,109,permit,ip,171.64.25.45,171.64.8.185,,
bozb,109,permit,ip,171.64.25.49,171.64.8.185,,
bozb,109,permit,ip,171.64.26.69,171.64.8.185,,
bozb,109,permit,ip,171.67.10.99,171.64.8.185,,
bozb,109,permit,ip,66.149.129.62,171.64.8.185,,
bozb,109,permit,ip,74.244.47.151,171.64.8.185,,
bozb,109,permit,ip,171.66.24.0 0.0.7.255,171.64.8.185,,
bozb,109,deny,ip,any,171.64.8.185,,
bozb,109,deny,ip,any,171.64.9.113,,
bozb,109,deny,ip,any,171.64.8.139,,
bozb,109,deny,ip,any,171.64.8.75,,
bozb,109,deny,ip,any,171.64.9.22,,
bozb,109,deny,ip,any,171.64.9.94,,
bozb,109,deny,ip,any,171.64.9.101,,
bozb,109,deny,ip,any,171.64.9.109,,
bozb,109,deny,ip,any,171.64.9.117,,
bozb,109,deny,ip,any,171.64.9.118,,
bozb,109,deny,ip,any,171.64.9.123,,
bozb,109,deny,ip,any,171.64.9.125,,
bozb,109,deny,ip,any,171.64.9.141,,
bozb,109,permit,ip,any,any,,
bozb,110,permit,ip,171.66.31.96 0.0.0.7,any,,
bozb,110,permit,ip,171.64.7.55,171.64.8.185,,
bozb,110,permit,ip,171.64.7.77,171.64.8.185,,
bozb,110,permit,ip,171.64.7.99,171.64.8.185,,
bozb,110,permit,ip,171.64.16.74,171.64.8.185,,
bozb,110,permit,ip,171.64.18.75,171.64.8.185,,
bozb,110,permit,ip,171.64.18.104,171.64.8.185,,
bozb,110,permit,ip,171.64.26.132,171.64.8.185,,
bozb,110,permit,ip,171.64.25.31,171.64.8.185,,
bozb,110,permit,ip,171.64.25.15,171.64.8.185,,
bozb,110,permit,ip,171.64.25.38,171.64.8.185,,
bozb,110,permit,ip,171.64.25.41,171.64.8.185,,
bozb,110,permit,ip,171.64.25.45,171.64.8.185,,
bozb,110,permit,ip,171.64.25.49,171.64.8.185,,
bozb,110,permit,ip,171.67.10.99,171.64.8.185,,
bozb,110,permit,ip,66.149.129.62,171.64.8.185,,
bozb,110,permit,ip,74.244.47.151,171.64.8.185,,
bozb,110,permit,ip,171.66.24.0 0.0.7.255,171.64.8.185,,
bozb,110,deny,ip,any,171.64.8.185,,
bozb,110,deny,ip,any,171.64.9.113,,
bozb,110,deny,ip,any,171.64.8.139,,
bozb,110,deny,ip,any,171.64.8.75,,
bozb,110,deny,ip,any,171.64.9.22,,
bozb,110,deny,ip,any,171.64.9.94,,
bozb,110,deny,ip,any,171.64.9.101,,
bozb,110,deny,ip,any,171.64.9.109,,
bozb,110,deny,ip,any,171.64.9.117,,
bozb,110,deny,ip,any,171.64.9.118,,
bozb,110,deny,ip,any,171.64.9.123,,
bozb,110,deny,ip,any,171.64.9.125,,
bozb,110,deny,ip,any,171.64.9.141,,
bozb,110,permit,ip,any,any,,
bozb,141,permit,ip,172.26.6.66,any,,
bozb,141,permit,ip,171.64.7.128 0.0.0.63,any,,
bozb,141,deny,tcp,any,any,eq 445,
bozb,141,permit,tcp,any,any,gt 139,
bozb,141,deny,tcp,any,any,gt 134,
bozb,141,permit,tcp,any,any,,
bozb,141,deny,udp,any,any,eq 445,
bozb,141,permit,udp,any,any,gt netbios-ss,
bozb,141,deny,udp,any,any,gt 134,
bozb,141,permit,ip,any,any,,
bozb,151,permit,ip,171.64.0.0 0.3.255.255,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,10.252.0.0 0.1.255.255,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,10.248.0.0 0.0.255.255,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,10.50.0.0 0.0.255.255,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,209.132.177.100,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,209.134.151.117,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,209.134.151.146,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,209.134.151.161,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,209.134.151.249,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,172.24.250.64 0.0.0.31,171.64.250.32 0.0.0.1,,
bozb,151,deny,ip,any,171.64.250.32 0.0.0.1,,
bozb,151,permit,ip,any,171.64.250.0 0.0.0.3,,
bozb,151,permit,ip,171.64.7.55,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.61,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.77,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.88,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.89,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.99,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.111,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.115,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.7.121,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.10.99,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.10.100,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.11.144,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.11.180,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.3.16,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,172.27.11.158,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.221,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.196,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.111,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.147,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.150,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.152,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.233,171.64.250.0 0.0.0.31,,
bozb,151,deny,ip,10.25.130.200,any,,
bozb,151,permit,ip,10.250.130.200 0.0.0.7,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.250.130.208 0.0.0.1,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.250.130.210,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.251.14.120,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.251.14.125,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.251.20.121,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.251.20.122,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.58.25,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.58.26,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.58.117,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.58.139,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.58.140,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.60.100,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.60.201,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.60.203,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.60.205,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.60.207,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,10.252.62.28,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.11.116,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.9.51,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.9.218,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.11.11,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.11.16,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.220.137,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.66.180.96 0.0.0.7,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.66.182.240 0.0.0.7,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.66.198.144 0.0.0.7,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.66.216.248 0.0.0.7,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.123,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.125,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.138,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.29,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.30,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.33,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.34,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.35,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.36,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.120,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.116,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.117,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.115,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.112,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.113,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.114,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.88,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.67.16.89,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.212.16,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.20.225,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.194,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.15,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.8.104,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.16.150,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.159.85,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.200.49,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.200.51,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.200.81,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.200.68,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.212.85,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.220.129,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.65.250.74,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.13.68,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,171.64.26.156,171.64.250.0 0.0.0.31,,
bozb,151,permit,ip,172.24.250.64 0.0.0.31,171.64.250.0 0.0.0.31,,
bozb,151,permit,tcp,any,171.64.250.28 0.0.0.1,eq smtp,
bozb,151,permit,tcp,any,171.64.250.0 0.0.0.31,established,
bozb,151,deny,ip,any,171.64.250.0 0.0.0.31,,
bozb,151,permit,tcp,any,any,established,
bozb,151,permit,tcp,any,any,eq ident,
bozb,151,permit,tcp,171.64.250.0 0.0.0.128,172.24.250.0 0.0.0.128,,
bozb,151,permit,tcp,172.24.250.0 0.0.0.128,171.64.250.0 0.0.0.128,,
bozb,151,permit,tcp,171.64.20.0 0.0.0.255,any,,
bozb,151,permit,tcp,171.64.24.128 0.0.0.127,any,,
bozb,151,permit,tcp,171.64.7.16,any,eq telnet,
bozb,151,deny,tcp,any,171.64.250.0 0.0.0.128,,
bozb,151,deny,tcp,any,172.24.250.0 0.0.0.128,,
bozb,151,permit,ip,any,any,,
bozb,161,deny,ip,171.67.16.105,any,,
bozb,161,permit,ip,any,any,,
boza,88,permit,,any,any,,
boza,100,permit,ip,172.17.0.0 0.0.255.255,172.27.16.32 0.0.0.31,,
boza,100,deny,ip,172.17.0.0 0.0.255.255,any,,
boza,100,permit,ip,any,any,,
boza,103,deny,tcp,any,any,eq 445,
boza,103,permit,ip,any,any,,
boza,108,permit,ip,171.66.31.96 0.0.0.7,any,,
boza,108,permit,ip,171.64.7.55,171.64.8.185,,
boza,108,permit,ip,171.64.7.77,171.64.8.185,,
boza,108,permit,ip,171.64.7.99,171.64.8.185,,
boza,108,permit,ip,171.64.16.74,171.64.8.185,,
boza,108,permit,ip,171.64.18.75,171.64.8.185,,
boza,108,permit,ip,171.64.18.104,171.64.8.185,,
boza,108,permit,ip,171.64.26.132,171.64.8.185,,
boza,108,permit,ip,171.64.25.31,171.64.8.185,,
boza,108,permit,ip,171.64.25.15,171.64.8.185,,
boza,108,permit,ip,171.67.10.99,171.64.8.185,,
boza,108,permit,ip,66.149.129.62,171.64.8.185,,
boza,108,permit,ip,74.244.47.151,171.64.8.185,,
boza,108,permit,ip,171.66.24.0 0.0.7.255,171.64.8.185,,
boza,108,deny,ip,any,171.64.8.185,,
boza,108,deny,ip,any,171.64.9.113,,
boza,108,deny,ip,any,171.64.8.139,,
boza,108,deny,ip,any,171.64.8.75,,
boza,108,deny,ip,any,171.64.9.22,,
boza,108,deny,ip,any,171.64.9.94,,
boza,108,deny,ip,any,171.64.9.101,,
boza,108,deny,ip,any,171.64.9.109,,
boza,108,deny,ip,any,171.64.9.117,,
boza,108,deny,ip,any,171.64.9.118,,
boza,108,deny,ip,any,171.64.9.123,,
boza,108,deny,ip,any,171.64.9.125,,
boza,108,deny,ip,any,171.64.9.141,,
boza,108,permit,ip,any,any,,
boza,109,permit,ip,171.66.31.96 0.0.0.7,any,,
boza,109,permit,ip,171.64.7.55,171.64.8.185,,
boza,109,permit,ip,171.64.7.77,171.64.8.185,,
boza,109,permit,ip,171.64.7.99,171.64.8.185,,
boza,109,permit,ip,171.64.16.74,171.64.8.185,,
boza,109,permit,ip,171.64.18.75,171.64.8.185,,
boza,109,permit,ip,171.64.18.104,171.64.8.185,,
boza,109,permit,ip,171.64.26.132,171.64.8.185,,
boza,109,permit,ip,171.64.25.31,171.64.8.185,,
boza,109,permit,ip,171.64.25.15,171.64.8.185,,
boza,109,permit,ip,171.64.25.38,171.64.8.185,,
boza,109,permit,ip,171.64.25.41,171.64.8.185,,
boza,109,permit,ip,171.64.25.45,171.64.8.185,,
boza,109,permit,ip,171.64.25.49,171.64.8.185,,
boza,109,permit,ip,171.64.26.69,171.64.8.185,,
boza,109,permit,ip,171.67.10.99,171.64.8.185,,
boza,109,permit,ip,66.149.129.62,171.64.8.185,,
boza,109,permit,ip,74.244.47.151,171.64.8.185,,
boza,109,permit,ip,171.66.24.0 0.0.7.255,171.64.8.185,,
boza,109,deny,ip,any,171.64.8.185,,
boza,109,deny,ip,any,171.64.9.113,,
boza,109,deny,ip,any,171.64.8.139,,
boza,109,deny,ip,any,171.64.8.75,,
boza,109,deny,ip,any,171.64.9.22,,
boza,109,deny,ip,any,171.64.9.94,,
boza,109,deny,ip,any,171.64.9.101,,
boza,109,deny,ip,any,171.64.9.109,,
boza,109,deny,ip,any,171.64.9.117,,
boza,109,deny,ip,any,171.64.9.118,,
boza,109,deny,ip,any,171.64.9.123,,
boza,109,deny,ip,any,171.64.9.125,,
boza,109,deny,ip,any,171.64.9.141,,
boza,109,permit,ip,any,any,,
boza,110,permit,ip,171.66.31.96 0.0.0.7,any,,
boza,110,permit,ip,171.64.7.55,171.64.8.185,,
boza,110,permit,ip,171.64.7.77,171.64.8.185,,
boza,110,permit,ip,171.64.7.99,171.64.8.185,,
boza,110,permit,ip,171.64.16.74,171.64.8.185,,
boza,110,permit,ip,171.64.18.75,171.64.8.185,,
boza,110,permit,ip,171.64.18.104,171.64.8.185,,
boza,110,permit,ip,171.64.26.132,171.64.8.185,,
boza,110,permit,ip,171.64.25.31,171.64.8.185,,
boza,110,permit,ip,171.64.25.15,171.64.8.185,,
boza,110,permit,ip,171.64.25.38,171.64.8.185,,
boza,110,permit,ip,171.64.25.41,171.64.8.185,,
boza,110,permit,ip,171.64.25.45,171.64.8.185,,
boza,110,permit,ip,171.64.25.49,171.64.8.185,,
boza,110,permit,ip,171.67.10.99,171.64.8.185,,
boza,110,permit,ip,66.149.129.62,171.64.8.185,,
boza,110,permit,ip,74.244.47.151,171.64.8.185,,
boza,110,permit,ip,171.66.24.0 0.0.7.255,171.64.8.185,,
boza,110,deny,ip,any,171.64.8.185,,
boza,110,deny,ip,any,171.64.9.113,,
boza,110,deny,ip,any,171.64.8.139,,
boza,110,deny,ip,any,171.64.8.75,,
boza,110,deny,ip,any,171.64.9.22,,
boza,110,deny,ip,any,171.64.9.94,,
boza,110,deny,ip,any,171.64.9.101,,
boza,110,deny,ip,any,171.64.9.109,,
boza,110,deny,ip,any,171.64.9.117,,
boza,110,deny,ip,any,171.64.9.118,,
boza,110,deny,ip,any,171.64.9.123,,
boza,110,deny,ip,any,171.64.9.125,,
boza,110,deny,ip,any,171.64.9.141,,
boza,110,permit,ip,any,any,,
boza,141,permit,ip,172.26.6.66,any,,
boza,141,permit,ip,171.64.7.128 0.0.0.63,any,,
boza,141,deny,tcp,any,any,eq 445,
boza,141,permit,tcp,any,any,gt 139,
boza,141,deny,tcp,any,any,gt 134,
boza,141,permit,tcp,any,any,,
boza,141,deny,udp,any,any,eq 445,
boza,141,permit,udp,any,any,gt netbios-ss,
boza,141,deny,udp,any,any,gt 134,
boza,141,permit,ip,any,any,,
boza,151,permit,ip,171.64.0.0 0.3.255.255,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,10.252.0.0 0.1.255.255,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,10.248.0.0 0.0.255.255,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,10.50.0.0 0.0.255.255,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,209.132.177.100,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,209.134.151.117,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,209.134.151.146,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,209.134.151.161,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,209.134.151.249,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,172.24.250.64 0.0.0.31,171.64.250.32 0.0.0.1,,
boza,151,deny,ip,any,171.64.250.32 0.0.0.1,,
boza,151,permit,ip,any,171.64.250.0 0.0.0.3,,
boza,151,permit,ip,171.64.7.55,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.61,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.77,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.88,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.89,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.99,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.111,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.115,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.7.121,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.10.99,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.10.100,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.11.144,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.11.180,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.3.16,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,172.27.11.158,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.221,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.196,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.111,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.147,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.150,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.152,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.233,171.64.250.0 0.0.0.31,,
boza,151,deny,ip,10.25.130.200,any,,
boza,151,permit,ip,10.250.130.200 0.0.0.7,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.250.130.208 0.0.0.1,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.250.130.210,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.251.14.120,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.251.14.125,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.251.20.121,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.251.20.122,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.58.25,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.58.26,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.58.117,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.58.139,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.58.140,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.60.100,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.60.201,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.60.203,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.60.205,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.60.207,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,10.252.62.28,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.11.116,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.9.51,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.9.218,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.11.11,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.11.16,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.220.137,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.66.180.96 0.0.0.7,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.66.182.240 0.0.0.7,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.66.198.144 0.0.0.7,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.66.216.248 0.0.0.7,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.123,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.125,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.138,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.29,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.30,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.33,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.34,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.35,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.36,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.120,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.116,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.117,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.115,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.112,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.113,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.114,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.88,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.67.16.89,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.212.16,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.20.225,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.194,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.15,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.8.104,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.16.150,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.159.85,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.200.49,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.200.51,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.200.81,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.200.68,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.212.85,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.220.129,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.65.250.74,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.13.68,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,171.64.26.156,171.64.250.0 0.0.0.31,,
boza,151,permit,ip,172.24.250.64 0.0.0.31,171.64.250.0 0.0.0.31,,
boza,151,permit,tcp,any,171.64.250.28 0.0.0.1,eq smtp,
boza,151,permit,tcp,any,171.64.250.0 0.0.0.31,established,
boza,151,deny,ip,any,171.64.250.0 0.0.0.31,,
boza,151,permit,tcp,any,any,established,
boza,151,permit,tcp,any,any,eq ident,
boza,151,permit,tcp,171.64.250.0 0.0.0.128,172.24.250.0 0.0.0.128,,
boza,151,permit,tcp,172.24.250.0 0.0.0.128,171.64.250.0 0.0.0.128,,
boza,151,permit,tcp,171.64.20.0 0.0.0.255,any,,
boza,151,permit,tcp,171.64.24.128 0.0.0.127,any,,
boza,151,permit,tcp,171.64.7.16,any,eq telnet,
boza,151,deny,tcp,any,171.64.250.0 0.0.0.128,,
boza,151,deny,tcp,any,172.24.250.0 0.0.0.128,,
boza,151,permit,ip,any,any,,
boza,161,deny,ip,171.67.16.105,any,,
boza,161,permit,ip,any,any,,
yoza,3,permit,,172.16.1.75,any,,
yoza,4,deny,,any,any,,
